ID,FINE_ART_Scholarship _19/FAL,CLASS_19/FAL,ALTCUM_GPA_19_FAL,FINE_ARTS_Scholarship _19/FAL,MAJOR_FIXED_19/FAL,RETURN_BIN_19/FAL,Role_19/FAL,SPORT_19/FAL,Sport_19/FAL,FINE_ART_Scholarship _20/SPR,CLASS_20/SPR,ALTCUM_GPA_20/SPR,FINE_ARTS_Scholarship _20/SPR,MAJOR_FIXED_20/SPR,RETURN_BIN_20/SPR,Role_20/SPR,SPORT_20/SPR,Sport_20/SPR,FINE_ART_Scholarship _20/FAL,CLASS_20/FAL,ALTCUM_GPA_20/FAL,FINE_ARTS_Scholarship _20/FAL,MAJOR_FIXED_20/FAL,RETURN_BIN_20/FAL,Role_20/FAL,SPORT_20/FAL,Sport_20/FAL,FINE_ART_Scholarship _21/SPR,CLASS_21/SPR,ALTCUM_GPA_21/SPR,FINE_ARTS_Scholarship _21/SPR,MAJOR_FIXED_21/SPR,RETURN_BIN_21/SPR,Role_21/SPR,SPORT_21/SPR,Sport_21/SPR,FINE_ART_Scholarship _21/FAL,CLASS_21/FAL,ALTCUM_GPA_21/FAL,FINE_ARTS_Scholarship _21/FAL,MAJOR_FIXED_21/FAL,RETURN_BIN_21/FAL,Role_21/FAL,SPORT_21/FAL,Sport_21/FAL,FINE_ART_Scholarship _22/SPR,CLASS_22/SPR,ALTCUM_GPA_22/SPR,FINE_ARTS_Scholarship _22/SPR,MAJOR_FIXED_22/SPR,RETURN_BIN_22/SPR,Role_22/SPR,SPORT_22/SPR,Sport_22/SPR,FINE_ART_Scholarship _22/FAL,CLASS_22/FAL,ALTCUM_GPA_22/FAL,FINE_ARTS_Scholarship _22/FAL,MAJOR_FIXED_22/FAL,RETURN_BIN_22/FAL,Role_22/FAL,SPORT_22/FAL,Sport_22/FAL,FINE_ART_Scholarship _23/SPR,CLASS_23/SPR,ALTCUM_GPA_23/SPR,FINE_ARTS_Scholarship _23/SPR,MAJOR_FIXED_23/SPR,RETURN_BIN_23/SPR,Role_23/SPR,SPORT_23/SPR,Sport_23/SPR,FINE_ART_Scholarship _23/FAL,CLASS_23/FAL,ALTCUM_GPA_23/FAL,FINE_ARTS_Scholarship _23/FAL,MAJOR_FIXED_23/FAL,RETURN_BIN_23/FAL,Role_23/FAL,SPORT_23/FAL,Sport_23/FAL,FINE_ART_Scholarship _24/SPR,CLASS_24/SPR,ALTCUM_GPA_24/SPR,FINE_ARTS_Scholarship _24/SPR,MAJOR_FIXED_24/SPR,RETURN_BIN_24/SPR,Role_24/SPR,SPORT_24/SPR,Sport_24/SPR,FINE_ART_Scholarship _24/FAL,CLASS_24/FAL,ALTCUM_GPA_24/FAL,FINE_ARTS_Scholarship _24/FAL,MAJOR_FIXED_24/FAL,RETURN_BIN_24/FAL,Role_24/FAL,SPORT_24/FAL,Sport_24/FAL,FINE_ART_Scholarship _25/SPR,CLASS_25/SPR,ALTCUM_GPA_25/SPR,FINE_ARTS_Scholarship _25/SPR,MAJOR_FIXED_25/SPR,RETURN_BIN_25/SPR,Role_25/SPR,SPORT_25/SPR,Sport_25/SPR,ETHNICITY,RACE,RACE2,RACE3,GENDER,BIRTH_DATE,START_TERM,FIRST_GEN,RETURN?,RETURN_BIN,CONDITIONAL_ADMITS,PELL,ADMIT_STATUS,STA_FED_COHORT_GROUP,STATE,GRADS,PRIMARY_MAJOR,Membrshp Start Dt,Membrshp End Dt,years_org,SPORT_COUNT,INSTATE,RETENTION_BIN,INSTATE_BIN,PERSISTANCE_SO_JR_BIN,PERSISTANCE_JR_SR_BIN,ETHNICITY_BIN,RACE_BIN,GENDER_BIN,CONDITIONAL_ADMITS_BIN,FOOTBALL_BIN,FINAL_GPA
406387,NO,JR,3.229,,HHP,0,Member,AWTR,W Outdoor Track,,JR,3.375,NO,HHP,0,Member,AWTR,W Outdoor Track,,SR,3.552,NO,HHP,0,Member,AWTR,W Outdoor Track,,SR,3.659,NO,HHP,1,Member,AWTR,W Outdoor Track,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NHS,WH,,,F,7/15/1999,19/SPR,NO,Graduated,0,NO,NO,TR,,WY,YES,HHP,1/1/2019,6/1/2021,2.42,1,Out of State,0,1,0,1,0,0,1,0,0,3.659
406487,YES,FR,0,,UND,0,,,,,FR,3.572,YES,MUS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NHS,WH,,,M,10/24/2000,19/FAL,NO,Left,1,NO,NO,FR,19-20,NE,,MUS,,,,0,In State,0,0,0,0,0,0,0,0,0,3.572
406495,NO,FR,0,,UND,0,Varsity,AWBB,W Basketball,,FR,4,NO,ELED,0,Varsity,AWBB,W Basketball,,SO,3.94,NO,ELED,0,Varsity,AWBB,W Basketball,,SO,3.918,NO,ELED,0,Varsity,AWBB,W Basketball,,JR,3.931,NO,ELED,0,Varsity,AWBB,W Basketball,,SR,3.944,NO,ELED,0,Varsity,AWBB,W Basketball,,SR,3.954,NO,ELED,0,Varsity,AWBB,W Basketball,,SR,3.96,NO,ELED,1,Varsity,AWBB,W Basketball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NHS,WH,,,F,10/22/2000,19/FAL,NO,Graduated,0,NO,NO,FR,19-20,NE,YES,ELED,8/1/2019,5/1/2022,2.75,1,In State,1,0,1,1,0,0,1,0,0,3.96
406503,NO,FR,0,,UND,0,Varsity,AWBB,W Basketball,,SO,3.3,NO,BIO,0,Varsity,AWBB,W Basketball,,SO,3.341,NO,BIO,1,Varsity,AWBB,W Basketball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NHS,WH,,,F,7/13/2000,19/FAL,NO,Left,1,NO,NO,FR,19-20,NE,,BIO,8/1/2019,5/1/2020,0.75,1,In State,1,0,0,0,0,0,1,0,0,3.341
406553,YES,FR,0,,UND,0,Member,AWTR,W Outdoor Track,,FR,3.486,YES,PSY,0,Member,AWTR,W Outdoor Track,,SO,3.314,YES,PSY,0,Member,AWTR,W Outdoor Track,,SO,3.28,YES,PSY,0,Member,AWTR,W Outdoor Track,,JR,3.026,YES,PSY,0,Member,AWTR,W Outdoor Track,,JR,3.121,YES,PSY,0,Member,AWTR,W Outdoor Track,,SR,3.134,YES,PSY,0,Member,AWTR,W Outdoor Track,,SR,3.173,YES,PSY,1,Member,AWTR,W Outdoor Track,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NHS,WH,,,F,4/7/2001,19/FAL,NO,Graduated,0,NO,NO,FR,19-20,NE,YES,PSY,1/1/2020,5/1/2020,0.33,1,In State,1,0,1,1,0,0,1,0,0,3.173
406594,NO,FR,0,,UND,0,,,,,FR,2.66,NO,UND,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NHS,WH,,,F,4/4/2001,19/FAL,NO,Left,1,NO,NO,FR,19-20,NE,,UND,,,,0,In State,0,0,0,0,0,0,1,0,0,2.66
406610,NO,FR,0,,UND,0,Varsity,AWBB,W Basketball,,FR,3.286,NO,UND,0,Varsity,AWBB,W Basketball,,SO,3.34,NO,PEHTH,0,Varsity,AWBB,W Basketball,,SO,3.271,NO,PEHTH,0,Varsity,AWBB,W Basketball,,JR,2.87,NO,SOC,0,Varsity,AWBB,W Basketball,,JR,2.896,NO,SOC,0,Varsity,AWBB,W Basketball,,SR,2.871,NO,SOC,1,Varsity,AWBB,W Basketball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NHS,WH,,,F,10/2/2000,19/FAL,NO,Graduated,0,NO,NO,FR,19-20,NE,YES,SOC,8/1/2019,10/15/2021,2.21,1,In State,1,0,1,1,0,0,1,0,0,2.871
406669,YES,FR,0,,UND,0,,,,,FR,3.563,YES,MUS,0,,,,,SO,3.611,YES,MUS,0,,,,,SO,3.667,YES,MUS,0,,,,,JR,3.665,YES,MUS,0,,,,,JR,3.68,YES,MUS,0,,,,,SR,3.574,YES,MUS,0,,,,,SR,3.632,YES,MUS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NHS,WH,,,M,3/14/2001,19/FAL,NO,Graduated,0,NO,NO,FR,19-20,NE,YES,MUS,,,,0,In State,1,0,1,1,0,0,0,0,0,3.632
406686,NO,FR,0,,UND,0,Member,AVOL,Volleyball,,FR,3.086,NO,HHP,0,Member,AVOL,Volleyball,,SO,3.225,NO,HHP,0,Member,AVOL,Volleyball,,SO,3.39,NO,HHP,0,Member,AVOL,Volleyball,,JR,3.313,NO,HHP,0,Member,AVOL,Volleyball,,SR,3.224,NO,HHP,0,Member,AVOL,Volleyball,,SR,3.165,NO,HHP,1,Member,AVOL,Volleyball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HIS,WH,,,F,3/22/2001,19/FAL,NO,Graduated,0,NO,NO,FR,19-20,CO,YES,HHP,8/1/2019,5/1/2020,0.75,1,Out of State,1,1,1,1,1,0,1,0,0,3.165
406737,NO,JR,0,,UND,0,Varsity,AMXC,M Cross Country,,JR,2.715,NO,UND,0,Varsity,AMXC,M Cross Country,,SR,3.268,NO,EGR,0,Varsity,AMXC,M Cross Country,,SR,3.449,NO,EGR,0,Varsity,AMXC,M Cross Country,,SR,3.509,NO,EGR,1,Varsity,AMXC,M Cross Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NHS,WH,,,M,6/15/1999,19/FAL,NO,Graduated,0,NO,NO,TR,,NE,YES,EGR,8/1/2019,5/1/2022,2.75,1,In State,0,0,0,1,0,0,0,0,0,3.509
406774,YES,FR,0,,UND,0,,,,,FR,3.569,YES,ART,0,,,,,SO,3.624,YES,ART,0,,,,,SO,3.004,YES,ART,0,,,,,SO,3.211,YES,ART,0,,,,,JR,3.203,YES,ART,0,,,,,JR,3.062,YES,ART,0,,,,,SR,3.092,YES,ART,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NHS,WH,,,F,9/18/2001,19/FAL,NO,Graduated,0,YES,YES,FR,19-20,NE,YES,ART,,,,0,In State,1,0,1,1,0,0,1,1,0,3.092
406782,NO,JR,0,,UND,0,Member,AMBB,M Basketball,,JR,2.444,NO,LPS,0,Member,AMBB,M Basketball,,JR,3.004,NO,LPS,0,Member,AMBB,M Basketball,,SR,3.214,NO,LPS,0,Member,AMBB,M Basketball,,SR,3.222,NO,LPS,0,Member,AMBB,M Basketball,,SR,3.292,NO,LPS,1,Member,AMBB,M Basketball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NHS,WH,,,M,2/27/2001,19/FAL,NO,Graduated,0,NO,NO,FR,19-20,NE,YES,LPS,9/1/2019,5/1/2021,1.67,1,In State,0,0,0,1,0,0,0,0,0,3.292
406805,YES,FR,0,,UND,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NHS,WH,,,F,2/9/2001,19/FAL,YES,Left,1,NO,NO,FR,19-20,NE,,,,,,0,In State,0,0,0,0,0,0,1,0,0,0
406825,NO,SO,2.238,,EVS,0,Member,AMIT,M Indoor Track,,SO,1.608,NO,ENVST,0,Member,AMIT,M Indoor Track,,SO,2.132,NO,STRCM,0,Member,AMIT,M Indoor Track,,JR,2.298,NO,STRCM,0,Member,AMIT,M Indoor Track,,JR,2.082,NO,STRCM,0,Member,AMIT,M Indoor Track,,JR,2.129,NO,STRCM,0,Member,AMIT,M Indoor Track,,,,,,,,,,,SR,2.249,NO,STRCM,1,Member,AMIT,M Indoor Track,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NHS,WH,,,M,8/17/1998,19/SPR,NO,Graduated,0,NO,YES,TR,,NE,YES,STRCM,1/1/2019,5/1/2022,3.33,1,In State,0,0,1,1,0,0,0,0,0,2.249
406864,NO,FR,0,,UND,0,Varsity,AMIT,M Indoor Track,,FR,3.279,NO,HHP,0,Varsity,AMIT,M Indoor Track,,SO,3.215,NO,HHP,0,Varsity,AMIT,M Indoor Track,,SO,3.063,NO,HHP,0,Varsity,AMIT,M Indoor Track,,JR,3.148,NO,HHP,0,Varsity,AMIT,M Indoor Track,,JR,3.133,NO,HHP,0,Varsity,AMIT,M Indoor Track,,SR,3.24,NO,HHP,0,Varsity,AMIT,M Indoor Track,,SR,3.283,NO,HHP,1,Varsity,AMIT,M Indoor Track,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NHS,WH,,,M,3/1/2001,19/FAL,NO,Graduated,0,NO,YES,FR,19-20,NE,YES,HHP,1/1/2020,6/1/2023,3.42,1,In State,1,0,1,1,0,0,0,0,0,3.283
406876,NO,FR,0,,UND,0,Varsity,AFBA,Football,,FR,3.727,NO,BUS,0,Varsity,AFBA,Football,,SO,3.667,NO,BUS,0,Varsity,AFBA,Football,,SO,3.529,NO,BUS,0,Varsity,AFBA,Football,,JR,3.617,YES,BUS,0,Varsity,AFBA,Football,,JR,3.643,YES,BUS,0,Varsity,AFBA,Football,,SR,3.657,YES,BUS,0,Varsity,AFBA,Football,,SR,3.658,YES,BUS,1,Varsity,AFBA,Football,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NHS,WH,,,M,11/5/2000,19/FAL,NO,Graduated,0,NO,YES,FR,19-20,NE,YES,BUS,8/1/2019,5/1/2021,1.75,1,In State,1,0,1,1,0,0,0,0,1,3.658
406885,NO,FR,0,,UND,0,Member,ASOC,M Soccer,,FR,1.793,NO,EGR,0,Member,ASOC,M Soccer,,FR,1.874,NO,EGR,1,Member,ASOC,M Soccer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HIS,WH,,,M,1/16/2001,19/FAL,NO,Left,1,NO,NO,FR,19-20,NE,,EGR,8/1/2019,12/1/2020,1.34,1,In State,0,0,0,0,1,0,0,0,0,1.874
406888,YES,FR,0,,UND,0,,,,,SO,4,YES,GRD,0,,,,,SO,3.973,NO,GRD,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NHS,AN,WH,,F,3/23/2001,19/FAL,NO,Left,1,NO,NO,FR,19-20,WY,,GRD,,,,0,Out of State,1,1,0,0,0,0,1,0,0,3.973
406917,NO,FR,0,,UND,0,,,,,FR,2,NO,PEHTH,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NHS,WH,,,M,1/15/2001,19/FAL,NO,Left,1,NO,NO,FR,19-20,NE,,PEHTH,,,,0,In State,0,0,0,0,0,0,0,0,0,2
406926,NO,FR,0,,UND,0,Member,ASBL,Softball,,FR,3.464,NO,UND,1,Member,ASBL,Softball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NHS,WH,,,F,3/25/2001,19/FAL,YES,Left,1,NO,NO,FR,19-20,NE,,UND,8/1/2019,5/1/2020,0.75,1,In State,0,0,0,0,0,0,1,0,0,3.464
406992,NO,FR,0,,UND,0,Varsity,AMXC,M Cross Country,,SO,3.94,NO,AGR,0,Varsity,AMXC,M Cross Country,,SO,3.971,NO,AGR,0,Varsity,AMXC,M Cross Country,,JR,3.915,NO,AGR,0,Varsity,AMXC,M Cross Country,,JR,3.923,NO,AGR,0,Varsity,AMXC,M Cross Country,,SR,3.935,NO,AGR,1,Varsity,AMXC,M Cross Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NHS,WH,,,M,1/6/2000,19/FAL,NO,Graduated,0,NO,YES,FR,19-20,NE,YES,AGR,4/1/2021,5/1/2022,1.08,1,In State,1,0,1,1,0,0,0,0,0,3.935
407089,NO,FR,0,,UND,0,Member,AMBB,M Basketball,,FR,3.914,NO,EGR,0,Member,AMBB,M Basketball,,SO,3.807,NO,EGR,0,Member,AMBB,M Basketball,,SO,3.791,NO,EGR,0,Member,AMBB,M Basketball,,JR,3.828,NO,EGR,0,Member,AMBB,M Basketball,,JR,3.812,NO,EGR,0,Member,AMBB,M Basketball,,SR,3.66,NO,EGR,0,Member,AMBB,M Basketball,,SR,3.488,NO,EGR,1,Member,AMBB,M Basketball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NHS,WH,,,M,5/11/2000,19/FAL,NO,Graduated,0,NO,NO,FR,19-20,NE,YES,EGR,9/1/2019,5/1/2021,1.67,1,In State,1,0,1,1,0,0,0,0,0,3.488
407107,NO,FR,0,,UND,0,Member,AMBB,M Basketball,,FR,3.944,NO,UND,1,Member,AMBB,M Basketball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NHS,WH,,,M,4/16/2001,19/FAL,NO,Left,1,NO,NO,FR,19-20,NE,,UND,9/1/2019,5/1/2020,0.67,1,In State,0,0,0,0,0,0,0,0,0,3.944
407136,NO,FR,0,,UND,1,Member,AWXC,W Cross Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NHS,WH,,,F,11/21/2000,19/FAL,NO,Left,1,NO,NO,FR,19-20,NE,,,8/1/2019,10/1/2019,0.17,1,In State,0,0,0,0,0,0,1,0,0,0
407235,NO,FR,0,,UND,0,Member,ATRN,Athletic Trainers,,FR,3.214,NO,UND,0,Member,ATRN,Athletic Trainers,,SO,3.17,NO,UND,0,Member,ATRN,Athletic Trainers,,JR,2.839,NO,EXSCI,0,Member,ATRN,Athletic Trainers,,JR,2.891,NO,EXSCI,0,Member,ATRN,Athletic Trainers,,SR,3.101,NO,EXSCI,0,Member,ATRN,Athletic Trainers,,SR,3.239,NO,EXSCI,0,Member,ATRN,Athletic Trainers,,SR,3.255,NO,EXSCI,0,Member,ATRN,Athletic Trainers,,SR,3.269,NO,EXSCI,0,Member,ATRN,Athletic Trainers,,SR,3.232,NO,EXSCI,1,Member,ATRN,Athletic Trainers,,,,,,,,,,,,,,,,,,,NHS,WH,,,M,12/2/2000,19/FAL,NO,Graduated,0,NO,YES,FR,19-20,NE,YES,EXSCI,8/20/2020,,,1,In State,1,0,1,1,0,0,0,0,0,3.232
407253,NO,FR,0,,UND,0,Member,AMBB,M Basketball,,FR,0.74,NO,UND,1,Member,AMBB,M Basketball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NHS,BL,WH,,M,2/22/2001,19/FAL,YES,Left,1,NO,YES,FR,19-20,NE,,UND,9/1/2019,5/1/2020,0.67,1,In State,0,0,0,0,0,0,0,0,0,0.74
407344,NO,FR,0,,UND,0,Varsity,ASBL,Softball,,FR,3.571,NO,HHP,0,Varsity,ASBL,Softball,,SO,3.51,NO,HHP,0,Varsity,ASBL,Softball,,SO,3.593,NO,EXSCI,0,Varsity,ASBL,Softball,,JR,3.619,NO,EXSCI,0,Varsity,ASBL,Softball,,JR,3.485,NO,EXSCI,0,Varsity,ASBL,Softball,,SR,3.358,NO,EXSCI,0,Varsity,ASBL,Softball,,SR,3.327,NO,EXSCI,1,Varsity,ASBL,Softball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NHS,WH,,,F,4/10/2001,19/FAL,NO,Graduated,0,NO,NO,FR,19-20,AZ,YES,EXSCI,8/1/2019,6/1/2023,3.84,1,Out of State,1,1,1,1,0,0,1,0,0,3.327
407382,NO,FR,0,,UND,0,Member,AWXC,W Cross Country,,SO,3.425,NO,UND,0,Member,AWXC,W Cross Country,,SO,3.562,NO,UND,0,Member,AWXC,W Cross Country,,JR,3.44,NO,UND,1,Member,AWXC,W Cross Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NHS,WH,,,F,7/25/2000,19/FAL,NO,Left,1,NO,NO,FR,19-20,NE,,UND,8/1/2019,5/1/2021,1.75,1,In State,1,0,1,0,0,0,1,0,0,3.44
407389,NO,FR,0,,UND,0,Varsity,ASGS,Shotgun Sports,,FR,2.08,NO,BIO,0,Varsity,ASGS,Shotgun Sports,,FR,2.05,NO,BIO,0,Varsity,ASGS,Shotgun Sports,,SO,1.973,NO,BIO,1,Varsity,ASGS,Shotgun Sports,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NHS,WH,,,M,5/27/2000,19/FAL,NO,Left,1,NO,NO,FR,19-20,NE,,BIO,9/1/2019,5/1/2021,1.67,1,In State,1,0,0,0,0,0,0,0,0,1.973
407399,YES,FR,0,,UND,0,,,,,FR,4,YES,BIO,0,,,,,SO,3.991,YES,BIO,0,,,,,SO,3.953,YES,BIO,0,,,,,JR,3.918,YES,BIO,0,,,,,JR,3.888,YES,BIO,0,,,,,SR,3.866,YES,BIO,0,,,,,SR,3.876,YES,BIO,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NHS,WH,,,M,3/7/2001,19/FAL,NO,Graduated,0,NO,NO,FR,19-20,NE,YES,BIO,,,,0,In State,1,0,1,1,0,0,0,0,0,3.876
407412,NO,FR,0,,UND,0,Member,AWBB,W Basketball,,FR,3.136,NO,UND,0,Member,AWBB,W Basketball,,SO,3.086,NO,UND,0,Member,AWBB,W Basketball,,SO,3.128,NO,HSI,0,Member,AWBB,W Basketball,,SO,2.607,NO,HSI,1,Member,AWBB,W Basketball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HIS,WH,,,F,2/7/2001,19/FAL,NO,Left,1,NO,NO,FR,19-20,NE,,HSI,8/1/2019,5/1/2020,0.75,1,In State,1,0,0,0,1,0,1,0,0,2.607
407516,YES,FR,0,,UND,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NHS,WH,,,F,7/2/2001,19/FAL,YES,Left,1,NO,NO,FR,19-20,WY,,,,,,0,Out of State,0,1,0,0,0,0,1,0,0,0
407689,NO,FR,0,,UND,0,Varsity,AFBA,Football,,FR,3.675,NO,ELED,0,Varsity,AFBA,Football,,SO,3.661,NO,PEHTH,0,Varsity,AFBA,Football,,JR,3.662,NO,PEHTH,0,Varsity,AFBA,Football,,JR,3.7,NO,PEHTH,0,Varsity,AFBA,Football,,SR,3.703,NO,PEHTH,0,Varsity,AFBA,Football,,SR,3.736,NO,PEHTH,0,Varsity,AFBA,Football,,SR,3.702,NO,PEHTH,1,Varsity,AFBA,Football,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NHS,WH,,,M,5/18/2001,19/FAL,NO,Graduated,0,NO,NO,FR,19-20,NE,YES,PEHTH,8/1/2019,5/1/2024,4.75,1,In State,1,0,1,1,0,0,0,0,1,3.702
407716,NO,FR,0,,UND,0,,,,,FR,3.94,NO,UND,0,,,,,SO,3.775,NO,BIO,0,,,,,SO,3.751,NO,BIO,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NHS,WH,,,M,6/20/2001,19/FAL,NO,Left,1,NO,NO,FR,19-20,NE,,BIO,,,,0,In State,1,0,0,0,0,0,0,0,0,3.751
407787,YES,FR,0,,UND,0,Member,ABSA,Baseball,,FR,3.58,YES,EGR,0,Member,ABSA,Baseball,,SO,3.628,YES,EGR,0,Member,ABSA,Baseball,,SO,3.363,YES,EGR,0,Member,ABSA,Baseball,,JR,3.385,YES,EGR,0,Member,ABSA,Baseball,,SR,3.349,YES,EGR,0,Member,ABSA,Baseball,,SR,3.129,YES,EGR,0,Member,ABSA,Baseball,,SR,3.033,YES,EGR,1,Member,ABSA,Baseball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NHS,WH,,,M,3/30/2001,19/FAL,NO,Graduated,0,NO,YES,FR,19-20,IN,YES,EGR,9/1/2019,3/12/2024,4.53,1,Out of State,1,1,1,1,0,0,0,0,0,3.033
407936,YES,FR,0,,UND,0,Member,STSS,Spirit Squad,,FR,3.554,YES,ENGLA,0,Member,STSS,Spirit Squad,,SO,3.666,YES,ENGLA,0,Member,STSS,Spirit Squad,,SO,3.75,YES,ELED,0,Member,STSS,Spirit Squad,,JR,3.788,YES,ELED,0,Member,STSS,Spirit Squad,,JR,3.814,YES,ELED,0,Member,STSS,Spirit Squad,,SR,3.795,YES,ELED,0,Member,STSS,Spirit Squad,,SR,3.789,YES,ELED,0,Member,STSS,Spirit Squad,,SR,3.807,YES,ELED,0,Member,STSS,Spirit Squad,,SR,3.769,YES,ELED,1,Member,STSS,Spirit Squad,,,,,,,,,,,,,,,,,,,NHS,WH,,,F,1/25/2001,19/FAL,NO,Graduated,0,NO,NO,FR,19-20,NE,YES,ELED,9/1/2019,,,1,In State,1,0,1,1,0,0,1,0,0,3.769
407982,NO,FR,0,,UND,0,,,,,FR,2.66,NO,ACC,0,,,,,SO,2.86,NO,ACC,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NHS,WH,,,F,5/11/2001,19/FAL,NO,Left,1,NO,NO,FR,19-20,NE,,ACC,,,,0,In State,1,0,0,0,0,0,1,0,0,2.86
407992,NO,FR,0,,UND,0,Member,AMBB,M Basketball,,FR,3.238,NO,SSI,0,Member,AMBB,M Basketball,,SO,3.231,NO,SSI,0,Member,AMBB,M Basketball,,JR,3.221,NO,SSI,0,Member,AMBB,M Basketball,,JR,3.347,NO,SSI,0,Member,AMBB,M Basketball,,SR,3.441,NO,HIS,1,Member,AMBB,M Basketball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NHS,WH,,,M,8/3/2000,19/FAL,NO,Graduated,0,NO,NO,FR,19-20,CO,YES,HIS,9/1/2019,5/1/2020,0.67,1,Out of State,1,1,1,1,0,0,0,0,0,3.441
